,class
134671,0
51720,1
49206,1
99787,0
128545,1
46418,0
22658,0
68631,1
3201,1
137217,1
86856,1
22418,0
51076,0
113429,0
58360,0
176,1
137413,0
67877,0
17334,0
94791,1
97600,0
4059,0
44147,0
78792,0
16886,1
134548,0
112197,0
15347,1
124578,0
84647,0
100305,1
28385,1
87661,0
61932,1
51972,0
63102,0
118226,1
38127,0
114026,1
16081,1
84253,0
50831,1
71903,1
75548,1
120800,1
134481,0
82907,1
27120,1
23129,0
136108,0
86839,0
28270,1
77156,0
26019,0
54125,0
124127,1
37772,1
51617,0
77315,1
21685,0
1572,0
112697,1
51080,1
2324,1
21235,0
7491,0
97365,0
117795,0
92412,0
45925,0
16381,1
68118,0
15672,0
58363,0
1732,1
21997,0
49665,1
81278,0
98918,0
2301,0
38964,0
20871,1
6956,0
113149,1
24538,0
67297,1
110476,1
137010,1
130576,0
98223,1
1200,1
104349,0
129920,1
54810,0
69736,1
124432,0
63995,0
13104,0
75359,0
15693,1
135521,0
54442,1
116404,0
93849,0
75131,0
115324,1
17681,0
13729,1
58299,1
76278,1
40379,0
48807,1
31769,1
79336,0
135628,0
74564,0
126022,0
75551,0
87478,0
111442,1
57972,1
23264,1
20596,0
28244,1
21610,0
13375,0
10092,1
65411,0
110418,1
133606,0
114418,1
78136,0
18485,1
22208,1
81507,0
128602,0
111012,0
11944,0
81833,0
2226,1
75474,0
11229,0
101819,0
129098,0
13323,1
119829,1
113146,0
26443,0
47328,1
73536,0
43693,0
14052,0
91472,0
70093,1
129242,0
20067,0
39723,1
124329,0
82346,0
125664,1
96443,0
74355,1
14958,0
3689,1
119228,0
53543,1
117310,0
77973,1
99465,1
59741,1
67486,1
7847,1
15250,1
63450,0
122460,1
24525,0
19635,1
45411,0
79933,1
58252,0
63017,0
11862,0
30586,0
56843,0
64053,0
44445,0
132119,0
14290,0
131359,0
22595,0
14243,1
107710,1
129343,0
41565,1
54665,0
5869,0
32297,1
30920,0
109736,1
35849,1
31869,0
1613,0
131244,0
57063,0
62819,0
57677,1
85981,0
8478,0
10707,1
86072,0
48245,1
59230,0
110300,0
116023,1
99438,0
92626,1
31314,0
87404,0
108425,0
94450,0
97101,0
11451,0
37585,0
52099,0
122644,1
127115,1
85310,0
95695,0
101844,1
33716,0
115797,1
114207,0
95401,0
100782,1
10697,0
107765,0
10515,1
123909,1
120137,0
121448,1
54451,0
70440,1
31470,1
31340,0
112746,1
65237,1
6359,1
114129,0
60741,1
28399,1
67257,1
99554,1
98129,0
18238,1
63454,0
94470,0
114922,0
26906,0
12801,1
4456,0
73501,0
15292,1
61336,0
99207,0
82927,0
87787,1
55800,1
79632,1
137679,0
35858,1
82424,1
53473,0
76336,1
19494,1
49494,1
72090,0
99199,1
21283,0
87461,1
57058,0
102111,1
75955,0
111223,0
38038,1
26004,0
29299,0
47918,1
6106,0
112447,0
116808,0
11158,1
110169,0
71856,0
37203,0
73693,0
132305,0
12303,0
531,1
72443,1
95326,0
27590,1
17757,0
78376,0
52828,1
45811,0
44317,1
92163,0
15434,0
55297,1
82990,0
42355,0
42860,1
48578,0
16993,0
121082,1
4156,1
91476,0
53723,1
20578,0
73410,0
64478,0
109658,0
43488,0
18975,1
109520,0
110075,1
48415,0
49614,0
101536,0
88901,0
134492,0
112074,1
124470,0
11297,0
80998,0
54670,0
75848,0
44680,1
92777,1
70696,1
60429,1
117213,1
94988,0
132745,0
79872,1
106899,0
125351,0
19147,0
132754,0
112918,0
5277,0
99444,1
80775,1
674,0
14443,0
82838,0
27443,1
83832,1
5462,0
49032,1
77448,0
134693,0
34385,1
96879,1
47710,0
104491,0
38420,1
42489,0
29034,1
50648,0
118192,1
94850,0
42558,0
24419,0
135958,0
26725,1
48665,1
75441,1
5594,0
18462,0
89943,0
127234,1
103124,0
108485,0
48724,0
87696,0
137564,0
16424,1
35736,0
29150,1
117188,1
22351,0
50927,1
80871,1
85638,0
95202,0
83420,1
65012,0
55710,0
83673,0
12884,1
22725,1
136308,0
49464,0
30545,0
83707,1
133532,1
30664,1
91579,1
78844,1
16006,0
92189,0
60221,0
46110,0
3324,0
23655,1
16302,1
45062,0
108495,0
65202,0
104082,1
36754,1
30167,1
1820,0
72854,0
73346,0
17604,0
67106,0
95103,1
20673,0
24763,0
74466,0
51809,1
116883,1
128184,0
79868,0
42041,1
78379,0
105874,1
88873,1
96715,1
109363,1
69996,0
89863,1
70150,1
129440,0
353,0
124231,0
47529,1
103601,1
75250,1
115977,0
89616,1
21773,0
102444,1
118207,1
93791,1
21464,0
119129,0
89893,0
120243,0
9724,1
118609,0
18406,0
42739,0
1205,1
32041,1
32117,0
63247,1
51370,0
121353,0
130807,1
135033,1
122441,1
129843,0
93842,0
2551,0
4526,0
53194,0
28291,0
111239,0
5766,1
113250,0
5786,1
131860,0
42075,1
5157,0
21183,0
17477,1
57929,1
41884,1
15583,0
108051,0
119697,1
26975,0
113175,1
103953,1
29845,0
96868,0
114716,0
63197,1
121523,0
125884,1
112550,0
19269,0
123885,1
105152,1
79750,0
88571,0
127489,1
90896,0
84454,1
69866,0
79352,1
112239,0
129477,0
60898,1
125599,1
125354,0
50383,1
121722,0
9581,0
47892,0
77694,1
72209,1
83934,1
40402,1
62277,1
33671,0
4202,0
4329,1
126263,1
33078,0
3262,0
113084,0
36037,1
5711,1
71638,0
28573,1
39078,1
26886,0
64962,0
27560,0
76788,1
18601,0
56896,1
359,0
15086,0
53452,0
72654,0
72258,1
112862,0
64057,0
12281,1
70379,0
15815,0
116160,0
378,0
124096,0
47056,1
120843,0
24057,0
115052,0
68499,0
11809,1
41111,1
107433,0
78369,0
77399,0
4315,0
94148,0
6769,1
52012,1
49127,0
83124,1
124528,1
100885,1
133608,0
105138,1
1628,1
51375,0
21135,0
63409,0
101894,1
80330,0
122387,1
73973,0
4045,1
100303,0
74922,0
65961,0
3598,0
124559,0
76959,0
49641,1
31463,0
45645,0
69862,1
19399,1
54564,1
28006,1
77604,0
41403,0
127814,1
107171,1
402,0
75852,0
71011,0
95368,1
24773,0
65003,1
136163,0
79326,1
4903,0
16709,0
85862,1
34109,0
118232,1
73177,1
95057,0
7187,0
46852,0
70799,0
135358,1
14948,1
30318,0
47015,1
120922,1
23877,0
30945,0
114196,0
50943,0
94956,0
132342,0
18983,1
134354,0
84972,0
37567,1
36755,0
77995,0
78426,1
87246,1
32088,0
67445,1
38971,0
80967,0
97831,0
128017,0
92169,0
76481,0
88111,0
55840,1
124246,0
49453,1
13012,0
104722,0
14710,0
113273,0
87033,0
3739,0
13765,0
135863,0
74,1
37022,1
118732,1
24377,0
70991,1
66365,0
118451,0
38459,0
101912,1
52264,0
75766,0
26206,0
62549,0
126389,1
72632,0
35575,1
19526,1
14586,0
11841,0
97489,0
106431,0
52650,1
108059,0
4312,1
94095,1
93717,0
100621,0
66769,0
20598,1
13903,0
105348,0
34222,0
7015,1
41374,0
38815,1
20718,1
32809,1
72821,0
15371,0
118583,1
59377,1
114908,1
98858,0
122414,0
5656,0
23229,1
31807,0
87607,1
134818,1
56364,0
40736,0
101036,0
92814,1
84174,0
35800,0
69714,0
36430,0
108384,0
84769,0
18566,1
100767,1
125488,1
32765,1
114581,1
38455,1
135582,0
52598,0
44521,1
96923,0
97729,0
87076,1
90019,0
10732,0
99423,0
114535,1
25563,1
61581,1
41241,0
71737,1
49484,0
35442,1
61983,0
33336,0
21831,1
105466,0
79001,0
84376,0
137635,1
134526,0
110585,0
51785,0
100484,0
90182,0
36703,0
58779,0
63690,0
12734,1
19010,1
37212,1
46994,0
116696,1
71538,0
114582,0
117969,0
55751,0
5338,1
76219,0
18502,1
89945,0
70790,0
24495,1
106861,0
57114,1
61782,0
23724,0
109326,0
117973,0
14394,0
6308,1
12681,0
114541,1
8331,1
96770,1
86105,0
79388,0
55881,0
28677,0
50070,0
107477,0
61024,1
80546,0
27886,1
96762,0
95443,1
66132,0
20623,0
33914,1
55344,0
22779,1
126436,0
38430,0
5109,1
117634,0
5753,0
67287,0
11175,1
570,0
16445,0
41279,1
56963,0
42458,0
51919,1
54420,0
40885,0
27035,0
32320,0
94173,1
66906,1
77087,1
105475,1
19565,1
6957,1
108926,0
19095,0
115993,1
105207,1
558,1
93462,0
33866,1
23498,1
67237,0
23502,0
22666,0
123917,1
112418,0
16574,1
105441,1
16112,0
3422,0
5917,0
118753,0
5895,1
120330,0
122322,1
42816,0
104403,1
41841,0
100419,1
60524,1
92653,0
130812,0
49668,0
103829,0
107499,0
63412,1
118560,0
85853,0
67893,1
98890,0
1646,0
13497,1
23062,1
11470,0
19124,1
52893,1
80487,1
71997,0
93356,1
45260,0
36506,1
20261,1
79515,0
86425,0
96560,0
92961,1
54580,1
14945,0
15771,0
97407,1
12583,0
20359,1
116496,0
22934,0
40975,1
110467,0
49173,0
13350,0
76640,1
85259,0
50874,0
17633,0
64090,0
32732,0
18965,0
130236,0
88281,0
29676,0
30714,0
9158,1
42211,0
122408,1
91780,0
120532,1
106965,1
6920,1
32097,1
27712,1
1892,1
51246,0
137465,1
39824,0
123136,0
42027,0
37904,0
60616,1
2932,0
97126,1
74118,1
54700,0
108489,0
22264,1
72029,0
116149,0
27595,0
79968,1
125858,0
94616,1
70036,0
101693,0
19834,1
83340,0
18671,1
76844,1
56564,0
17847,1
105496,1
14603,1
95723,1
24077,0
66791,0
40691,1
18577,1
78306,1
99164,1
91570,0
13499,0
103813,1
66759,0
5034,0
60109,0
134140,0
128496,0
488,0
125709,0
50917,0
56985,0
106145,1
93085,0
135593,0
33737,1
101938,0
100598,0
20909,0
128450,0
39106,0
48114,0
68410,0
35908,1
31379,1
52646,0
81945,0
39895,1
128654,0
126760,0
118152,0
68324,0
30004,0
100919,0
5606,0
6226,0
106445,1
27680,1
78433,0
94620,0
34900,0
10145,0
130734,1
104923,0
29252,0
120033,0
112274,0
15601,0
15926,0
53699,1
41862,0
22681,1
90936,0
21136,0
63024,0
123939,0
68257,0
87805,1
101419,0
65877,1
56100,1
23039,0
120755,1
112375,1
64260,1
29693,0
101587,0
66765,0
64853,0
120590,0
105355,1
21920,0
2730,1
22210,0
109381,0
15400,1
17005,1
85478,1
132597,1
123036,0
136260,0
21336,1
910,0
35521,1
49439,0
68543,0
40047,0
79322,1
100248,0
72897,0
57166,0
43377,0
122461,0
126135,1
23800,0
131326,1
30506,1
57663,0
15999,1
87709,0
45512,1
66343,1
55890,1
4777,0
75,0
18149,0
19191,1
87717,1
52907,1
92240,1
111099,0
114001,1
1853,0
64209,0
97724,1
46935,1
89951,1
23250,0
135975,1
136086,0
41149,1
103713,0
44144,0
19511,1
89576,0
81395,0
23900,0
47475,1
102257,1
39345,1
11365,0
47187,0
5151,0
122038,0
65818,1
126056,0
117905,0
826,0
69537,1
38065,1
71672,1
84078,0
24995,0
115979,1
87195,0
49969,1
53878,0
71825,1
54248,0
119725,0
123263,0
33396,0
97832,0
29405,1
55744,0
49650,0
14684,0
2895,0
74043,0
17021,1
100861,0
27580,0
94596,0
7382,1
28833,1
124910,0
70315,0
74545,1
126788,1
100840,1
68120,0
82175,0
116310,1
1260,0
111479,0
120337,0
46058,1
12020,0
41250,0
4153,1
69047,1
59979,1
29238,0
51627,0
124720,0
135320,0
86525,0
98406,0
24073,0
130606,0
103868,0
84675,1
35403,1
42069,1
28608,0
36536,1
32712,0
92020,0
82090,1
112076,1
15461,0
27309,0
36970,0
125168,0
19446,1
57164,1
133759,0
75501,1
31573,1
68727,1
24730,0
35113,1
24987,1
134044,0
124777,0
34884,0
112726,1
129122,0
67406,0
22591,1
75685,0
59366,0
25362,0
86819,0
86299,1
20590,0
5408,0
45214,1
106477,0
79182,0
57302,1
126055,0
111682,1
126691,1
60547,0
4335,1
136937,0
82789,0
9376,0
136210,0
80277,0
56017,0
20870,0
101132,0
36523,1
14572,0
35619,0
126525,0
113631,1
77123,0
62485,1
36761,1
122658,1
18466,0
19959,0
125560,1
70042,1
18562,0
9577,0
53380,1
104279,1
47936,0
29212,0
59991,1
37402,1
133073,1
51210,1
135569,1
8969,1
85711,0
68059,0
64940,0
35043,1
24600,1
91974,1
53479,0
64610,1
7557,0
95572,0
15861,0
12512,0
23292,1
121066,0
21556,0
80338,0
111703,0
101238,0
108295,0
70477,1
9610,1
104621,0
46919,0
84064,0
90562,1
112033,0
98689,0
3835,1
77645,1
48519,0
104703,1
44702,1
40395,1
98534,0
132488,0
53038,1
86957,1
69312,0
84263,0
38036,0
134233,0
36496,0
88839,1
44804,1
100795,1
33794,0
60392,1
105114,1
39269,0
73411,1
34286,1
75816,1
55639,0
124100,0
96458,0
106107,0
26338,0
132023,1
56452,1
19221,1
13165,1
117429,0
16359,0
116086,0
40207,1
6990,0
113226,0
115942,1
42468,1
12622,0
57728,1
41532,0
57539,0
137367,0
123867,0
33690,1
115357,0
54172,1
19662,1
72252,1
117798,0
59885,0
116788,0
28010,0
35581,0
6252,0
54140,1
12010,0
92492,1
101206,1
60658,0
13291,1
122745,0
6175,1
7927,0
74640,0
112171,1
62245,0
44121,1
12302,1
42273,0
19397,1
83322,0
26170,1
69909,0
67827,0
89581,0
8468,1
115493,1
37310,0
36765,0
129635,1
6465,1
108937,0
109547,0
84657,0
129278,1
135424,1
65831,1
28289,0
58138,0
97099,0
95975,0
93618,1
80779,1
59685,0
30353,0
108749,0
96651,0
47095,1
108007,0
124454,0
127067,1
130400,1
97494,1
123575,0
18130,1
32242,1
128664,1
104675,0
77080,1
35360,0
116087,1
127488,0
49844,0
125051,1
6643,0
50247,0
33066,0
53333,1
57461,1
102131,0
76442,0
63272,0
78276,0
97175,0
111968,1
55097,0
134834,0
63963,0
132976,0
41876,0
90038,0
116662,0
42372,1
115157,0
100211,1
68223,0
85532,0
100807,1
55012,1
54805,0
118725,0
130171,1
113813,0
119871,1
68991,1
134630,1
101902,0
3374,0
67409,1
65338,1
65027,0
112823,0
133017,0
88446,1
71003,1
48063,1
60394,1
41429,0
26428,0
97583,0
36085,1
36259,0
77226,1
80058,1
136052,1
36076,0
101534,1
82770,0
55402,1
76255,0
127651,0
24531,0
8427,1
60460,0
89011,0
131467,0
117045,1
11058,0
13554,1
105940,1
16571,0
62431,0
39056,1
56895,0
28924,0
51202,0
135076,0
125702,0
46472,0
81350,0
137768,1
2501,0
134785,0
12680,0
134201,0
29063,1
16291,0
66903,1
40328,0
34423,1
10955,0
103675,1
6748,1
76953,0
81601,1
90670,0
2596,0
18252,1
49670,0
110739,0
119781,1
93435,1
92541,0
34157,1
6042,1
53254,0
87345,1
1375,0
73900,0
68433,0
53340,0
81029,0
20715,0
55864,0
72974,0
48618,0
16628,0
1067,0
74049,1
98719,0
117601,1
33620,1
89874,1
99746,1
44088,1
60450,0
120267,0
129201,0
51646,1
59007,0
111976,0
91807,0
47465,0
78299,0
97091,0
70110,0
136447,1
85979,1
97166,0
90991,1
127624,0
52653,1
75365,0
43042,1
89093,1
117730,0
53492,0
115420,0
1173,1
72117,1
60749,0
749,0
28866,0
87341,1
5922,1
135765,0
33392,0
89897,0
22434,0
102469,0
106120,1
56940,0
432,0
99078,0
1489,0
32456,0
41455,1
31629,0
97149,0
70011,1
115531,1
52851,1
137020,1
80004,0
125454,0
104957,1
4618,0
102142,0
16334,1
130363,1
51116,0
17018,0
33184,0
64091,0
26154,0
8922,1
118656,0
77815,0
98774,0
106505,0
18092,1
50790,0
133344,0
53372,0
56019,0
126183,1
106391,1
131156,0
106493,0
48371,0
111537,0
4178,1
9000,0
41864,1
109800,0
96497,0
135667,0
49884,1
88834,0
37323,1
18251,0
80892,1
126283,1
117017,0
9567,0
96506,0
72899,0
81733,0
93305,0
62793,0
131527,0
122706,0
20362,1
118060,0
54223,1
59206,1
29652,0
77773,0
105480,1
82205,0
119492,0
88092,0
84456,1
58826,0
115849,1
34733,1
112410,1
15890,0
80807,0
83608,1
41216,1
105245,0
86219,0
77614,0
80978,0
130070,0
89261,1
22919,0
53003,0
109910,0
99144,0
8022,0
38535,0
61799,0
48904,0
78715,1
113700,0
69008,1
114241,1
36922,0
95290,0
57179,1
126842,0
90655,0
102072,0
73812,0
107849,0
90130,0
29511,0
51834,0
42596,0
85947,0
31661,1
48827,1
102117,0
14544,0
66103,0
125081,0
119223,0
57673,0
10482,1
91975,1
1761,0
76263,1
23157,1
115174,1
125989,1
51970,0
45535,0
137226,1
51352,1
40183,0
101838,0
85085,0
85268,0
73504,0
107869,1
42206,0
93061,1
102402,0
100260,0
64155,0
100296,1
120909,1
122576,0
40571,1
30136,0
35033,1
61933,0
131894,1
10332,1
63984,0
105148,0
51327,0
96256,0
4638,0
91359,1
131778,0
66148,0
12749,0
77141,0
49812,0
93534,0
50157,1
116148,0
33394,0
5748,1
63157,1
4659,1
125732,0
97873,0
123549,0
61876,0
123343,1
65621,1
31008,0
64995,1
10292,0
94414,1
30008,0
54717,1
94302,0
68934,1
84027,0
2632,1
132100,1
66517,0
32742,0
1808,0
71148,0
79846,0
23658,0
10698,0
117155,0
16087,0
72181,1
107601,0
30537,0
121947,0
92518,0
98074,0
27477,0
115305,0
104319,1
47277,0
51318,1
18026,0
2210,0
135328,0
23194,1
33937,0
41537,0
72057,1
101296,0
39429,0
75103,0
123013,1
98664,1
11998,0
78817,1
4444,0
87347,0
76205,0
27650,0
35425,0
120399,0
108516,0
89791,1
137210,0
36959,1
21597,0
25733,1
41585,0
20048,0
53435,0
82773,1
5487,0
8520,0
27594,0
137715,0
104054,0
19408,0
77225,1
58737,1
69478,0
1217,1
29348,1
119848,0
92871,0
121608,0
128358,0
36651,1
101321,0
19730,0
99456,0
108867,0
122946,0
136734,1
54853,0
21537,0
16190,0
9736,1
77782,0
127556,0
18419,1
71080,0
54798,0
15224,1
51127,0
3275,0
3893,0
63723,1
79876,0
34309,1
119552,0
65711,0
993,0
35797,1
83093,0
118157,1
97305,0
64130,0
91987,0
36290,0
43728,0
83919,0
36521,0
117174,0
28102,1
101736,0
49990,0
121729,1
131371,0
102688,1
91351,0
82791,0
35523,0
101688,0
84566,0
44333,1
55197,0
22404,1
123677,0
66515,1
47824,1
63981,1
84569,1
131337,0
99464,1
34659,0
109206,0
106163,1
9579,1
134907,1
132833,0
63248,0
45056,0
3762,1
71912,0
88853,0
96266,0
60579,1
90366,0
97156,0
124903,0
104780,0
66542,0
20141,0
118003,0
40977,0
48543,1
94123,0
27845,1
64331,0
136989,0
32650,0
129762,0
103608,0
99287,0
13140,0
14667,0
79912,0
46425,0
93432,0
54076,0
33369,0
118151,1
120292,1
124975,0
90370,1
124433,0
103897,1
74080,0
15146,0
123748,0
121685,1
88051,0
59025,1
21627,0
127104,1
38662,0
52561,0
79983,0
118499,0
65983,1
132993,0
2899,0
56314,1
46795,0
124369,0
329,0
78644,0
32517,0
9663,1
58100,0
79556,0
19036,1
75853,0
93817,0
121386,1
107876,0
69924,1
23247,1
36615,0
136974,0
67031,0
18410,0
135634,1
122071,0
51827,0
83749,0
9715,0
34591,1
129337,1
67054,1
99832,1
40354,0
134517,0
127014,1
93811,0
88471,0
37997,0
106504,1
111494,0
10252,0
20603,0
122144,1
20962,1
37982,0
81943,1
69297,1
41263,1
10650,0
66552,1
120320,1
125147,0
99277,1
93262,1
3340,0
37975,1
74903,1
17356,0
36592,0
4621,1
129232,1
105743,0
13721,1
31879,1
40378,0
134265,0
13451,0
62516,0
38371,0
8875,1
99649,0
89692,0
16161,1
50062,0
72698,1
55828,0
34988,0
18336,1
59829,0
65982,0
36906,1
10062,0
119803,0
135386,0
8991,1
45627,1
133884,0
88566,0
121406,1
38428,0
54716,1
50122,1
125965,1
49095,1
10590,1
55872,0
91643,0
16754,0
98866,0
29391,0
62754,0
11904,1
135135,0
118002,0
98902,0
47365,0
101388,1
21729,1
13062,0
108432,0
110804,0
115809,0
4641,0
130013,0
22647,0
71743,0
36007,0
14357,1
13453,0
97517,0
92233,0
75590,0
118644,0
122415,0
9250,0
30741,0
84455,1
121724,0
57804,1
18198,0
64722,0
132943,0
60270,0
13696,0
10455,1
97854,0
109952,1
46279,0
21933,1
60479,0
53677,1
123429,1
12372,0
101024,0
118470,0
53137,0
53736,1
47130,1
42826,0
133562,1
59805,1
58782,0
61535,1
99051,0
51869,0
61747,1
28464,1
116675,0
132406,0
34240,1
74022,0
132232,1
80895,0
21284,1
40693,1
81969,0
44975,0
122290,0
121183,1
133182,0
73520,0
131990,0
86527,1
50559,1
46222,0
114319,1
106567,0
75655,0
136311,1
32823,1
13964,1
108662,0
124946,0
93603,0
96916,1
65396,0
12773,1
130061,0
98069,0
127357,0
65089,0
16023,0
74799,0
117268,0
12547,1
132316,0
85388,1
42958,0
10789,1
55719,1
69667,1
123564,0
49006,0
1302,0
105077,0
6934,0
53283,1
18180,1
73805,0
94429,1
67304,0
71879,1
55465,0
56595,1
131797,0
101638,1
11237,1
80031,0
47634,1
63148,0
104994,1
124330,0
24144,0
114337,1
131334,1
85790,0
38042,1
20072,0
51075,0
102963,0
117340,1
16608,0
48314,1
44405,1
66899,0
95903,1
37109,0
28688,0
60495,1
33614,0
7662,0
54040,1
105714,1
83494,1
39069,1
83291,1
71780,1
33452,1
93844,1
13788,0
37805,1
68363,0
28951,1
100230,0
13377,1
45888,0
37382,1
47825,0
477,0
107373,0
116265,1
108545,1
30692,0
13589,1
57119,0
39509,0
66630,1
74269,0
3819,0
39033,0
95071,0
50045,0
64378,0
81469,1
60911,1
10207,1
95399,1
741,0
30540,0
28696,0
64625,0
122901,0
34694,0
10158,1
73183,1
131876,0
28600,1
19647,0
123382,0
61480,0
27383,0
126484,0
71558,0
29859,1
10904,0
92666,1
6784,1
26534,0
61091,1
133691,1
53912,0
111723,0
2622,0
7317,1
72644,1
59514,1
58773,1
131648,1
123594,1
135342,1
35770,0
22223,0
101072,0
80007,1
128770,1
10305,0
57760,1
39173,0
32407,1
53700,1
135016,0
82508,1
102042,0
49372,0
115576,0
67935,0
85721,0
69161,1
579,0
96062,0
95832,1
31279,1
98646,0
19543,1
44907,1
137247,1
7971,0
51777,1
18913,0
110500,0
116287,1
72041,1
980,0
125512,0
119704,1
111489,0
44825,1
68704,0
2279,1
89755,0
122479,1
72801,0
113465,0
89194,1
42918,0
64891,1
114054,1
55700,1
68438,1
109881,0
47764,1
127553,0
19132,1
137530,1
32296,0
107679,0
53697,0
11929,0
107390,0
23344,1
123148,0
112963,1
126225,1
72525,0
40297,1
94079,0
120300,0
31336,0
56835,0
61934,0
34664,0
42831,1
5282,0
42527,1
8161,1
31487,1
92091,0
134765,0
33689,0
103338,0
132346,1
10636,0
43957,0
24660,0
24677,1
61239,1
47251,0
60227,0
45105,0
38763,1
62330,1
126534,0
82457,0
41006,0
27550,0
34893,1
50928,1
18977,1
44756,1
29444,1
81078,0
100246,0
40513,1
80476,0
14093,0
126037,0
20087,1
124796,1
6712,0
123501,0
29011,0
26791,1
62050,0
101937,1
64311,0
47172,0
90723,1
59733,1
86993,0
59046,0
109306,1
120660,1
95346,0
96113,0
102198,1
52587,1
3199,1
109163,0
70818,0
72630,0
79949,0
37649,1
118657,0
108458,0
16953,0
45238,1
112965,0
71238,0
31691,0
409,0
2838,1
10879,0
15605,0
39340,0
73590,0
46610,0
90522,1
64251,0
22888,0
7801,0
88795,1
103757,1
77447,0
116658,0
31904,1
5094,1
42870,0
42673,0
7781,0
99527,0
100510,0
71689,0
101582,0
15253,0
54625,0
54882,1
46360,1
6947,1
42946,0
113618,1
68049,0
8755,0
97537,0
52439,1
38925,0
68369,0
66718,0
93853,0
50931,0
128489,1
39365,0
31301,1
47022,1
5020,1
44175,1
6357,0
104803,1
1887,0
86451,0
26433,0
72180,0
98894,0
80883,0
35505,0
102239,0
131995,0
136501,1
32565,0
52911,0
31167,0
121334,1
24362,1
96687,0
81297,0
99968,1
106990,0
24846,0
74546,1
32945,0
132821,1
110166,1
14940,0
43555,1
80662,1
128554,1
84144,1
92826,0
100596,0
72367,0
51175,1
130502,0
70633,1
9863,1
62833,0
80249,0
46974,0
115485,0
32440,1
115622,0
126526,0
8440,0
125637,0
99783,1
92236,0
8105,1
42993,0
62406,0
113418,0
89051,0
122862,0
63124,1
62449,0
86045,0
11420,1
79502,1
9248,0
26258,1
70309,0
19790,1
5080,1
14171,1
102073,0
35201,1
20638,0
119147,0
85887,1
135557,0
25802,0
74847,0
35759,1
120524,1
34217,1
47595,1
135519,0
117987,0
111961,0
83993,0
534,0
92094,1
74397,0
69860,0
69005,0
45343,0
79223,1
126468,0
76403,1
71143,1
2764,0
100214,0
86190,0
96634,0
73682,1
111932,1
97981,1
49917,0
35443,1
16425,1
31926,1
4482,0
119375,1
33972,1
47888,0
84876,0
25361,0
83495,0
94562,1
114367,0
91087,0
6137,0
57213,0
134742,0
126414,1
85250,1
19295,0
40849,0
74313,0
130471,0
3711,1
75890,0
88416,1
44601,1
6180,0
66006,1
67494,0
137389,1
16977,0
62658,0
93312,1
133749,1
34789,1
91666,0
11427,1
53710,0
125085,0
71721,0
107331,0
36250,0
89571,0
106779,0
71153,0
33348,1
2608,0
47664,0
94981,0
136216,1
59864,0
112315,1
58373,1
63663,1
78056,0
18614,0
87893,0
127863,1
129645,0
82474,1
10071,1
8746,0
118853,1
83247,0
114092,0
21125,0
130881,0
85387,1
124774,0
41751,0
50722,1
128145,1
32198,0
111950,1
111254,0
97890,1
118190,1
105864,0
100408,0
101312,0
56284,1
42913,0
43803,0
79762,0
72126,0
135551,0
122804,1
43166,1
119071,1
102161,0
38696,1
85017,0
75886,0
4566,1
71001,1
89149,0
68986,0
106942,0
86546,0
131577,0
114951,0
28651,0
125936,0
38304,0
105500,1
41448,1
123405,0
104222,1
60513,1
40598,0
93544,1
9931,0
102371,0
30164,1
2591,0
137200,0
40901,0
92743,0
82278,0
131443,0
48605,1
116647,1
42982,0
130554,0
123134,1
104442,1
115473,0
47118,1
3304,0
67934,0
58445,1
37621,0
19686,1
42815,1
47296,0
20756,0
111366,1
20226,1
113238,0
117028,0
36814,1
97529,0
45456,0
61777,0
105200,1
107355,0
35497,1
31843,1
118497,0
32666,0
136407,1
87626,1
56683,1
79710,1
14880,0
54021,0
134171,1
32807,1
58506,0
136782,0
52058,1
105691,1
79210,1
19758,0
120045,0
61171,0
36527,1
97222,0
62430,0
4606,0
112542,1
43447,0
96833,0
80038,0
45658,1
110285,0
75934,0
97322,0
24306,0
89097,0
8720,0
86639,0
60940,0
1929,0
87451,0
82446,1
64633,0
82814,0
10579,0
60896,0
96088,0
84869,1
118597,0
132610,0
18645,1
12061,1
42131,0
49901,1
19590,1
103717,0
70319,0
125725,0
34693,1
28415,0
116663,0
35223,1
32693,0
114904,1
11905,0
111151,1
13901,1
109121,1
17769,0
9704,1
90595,0
95040,0
81807,0
706,1
59420,0
66082,1
115283,1
137003,0
120443,1
1122,0
78187,1
127311,0
109851,0
66620,0
6032,0
84714,1
95332,0
63503,1
118376,0
5924,1
79544,1
103902,0
113457,0
123033,0
41210,0
74218,1
18429,1
88277,0
69270,1
63673,0
19145,0
40095,1
33062,0
78322,0
50038,1
53045,0
90142,1
114769,0
80294,1
52970,0
29058,0
125352,0
82997,1
54456,0
59582,0
36768,0
30141,1
22814,1
73315,0
79258,1
90997,1
126720,1
131868,1
87756,1
52195,0
22420,1
115725,1
25192,1
110828,0
18956,1
131473,1
46263,1
73517,1
37090,0
137493,0
128323,1
110030,0
10166,0
98355,1
45692,1
131545,0
113167,0
10970,0
94410,0
74187,0
47697,0
11545,0
22179,0
62482,1
69076,0
30319,0
51632,0
926,1
100674,0
120356,1
129202,1
41681,0
24762,1
137468,1
136905,0
102173,1
79737,0
28026,1
26856,0
20536,0
6652,1
63096,0
633,0
86998,0
106597,0
110213,0
127940,1
78629,0
93207,1
29423,0
121901,0
65369,0
114417,1
87806,0
135867,0
57588,0
23990,0
116123,0
81781,1
